timestamp,,1agents1computer100flashcards,4agents6computers1flashcards,6agents2computers100flashcards,6agents6computers1flashcards,6agents2computers10flashcards,2agents2computers100flashcards,6agents6computers100flashcards,4agents2computers10flashcards,6agents6computers10flashcards,2agents2computers1flashcards,2agents6computers1flashcards,4agents6computers100flashcards,4agents2computers100flashcards,2agents6computers10flashcards,2agents2computers10flashcards,4agents2computers1flashcards,6agents2computers1flashcards,2agents6computers100flashcards,4agents6computers10flashcards,consent,time_elapsed,internal_node_id,view_history,viewing_time,rt,students,computers,flashcards,language,enjoyment,assess,age,gender_cat,gender_text,education,comments,Looked at images of computers and how many vocabulary words were needed
1739555953254,2,,5,2,5,4,2,2,3,4,5,5,2,2,,3,5,5,2,4,true,148141,0.0-21.0,page_index:0,13650,13651,1,1,100,English,better,y,36,m,,college,No,
1739558697690,1,,10,1,6,5,1,1,5,3,6,8,1,1,1,1,10,8,1,1,true,199140,0.0-21.0,page_index:0,70756,70756,1,1,100,English,better,y,23,m,,some-college,,
1739560269099,1,,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,true,554963,0.0-21.0,page_index:0,67383,67384,1,1,100,English,worse,confused,56,f,,college,I dont think refusing to help and  do work is right under any circumstances. If the tasks seemed lighter,
1739555922537,1,,7,1,6,4,1,1,4,1,7,8,1,3,2,1,9,4,1,1,true,182629,0.0-21.0,page_index:0,14246,14246,1,1,100,English,average,y,,m,,college,If there was a computer available and if there was more than one vocab word,
1739549706998,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,true,70726,0.0-21.0,page_index:0,7228,7228,1,1,100,English,better,y,25,f,,grad,TEST,
1739559988462,9,,9,6,9,8,2,2,6,3,8,9,2,6,3,3,9,9,2,8,true,268646,0.0-21.0,page_index:0,15611,15611,1,1,100,English,better,y,62,f,,college,I looked at whether there were enough computers for all the students and at how many words there were. If there were enough of both to go around,
1739559823964,1,,1,4,1,5,1,1,6,1,1,1,1,6,1,1,6,7,1,1,true,185310,0.0-21.0,page_index:0,11578,11578,1,1,100,English,average,y,33,m,,grad,its acceptable only if there arent enough computers,
1739560548149,10,,10,1,10,2,1,1,2,2,10,10,1,1,1,1,10,10,1,2,true,878641,0.0-21.0,page_index:0,75981,75981,1,1,100,English,average,y,39,m,,high,If there was only one word to type up I didnt see a need for more than one student type it. If there was ten words to type up and several students it wouldnt be terrible if one student didnt contribute. If there was one hundred words to type up it would be completely unacceptable for a student not to contribute.,
1739558394869,5,,10,8,10,9,1,2,9,7,9,10,3,9,7,7,10,10,2,5,true,164394,0.0-21.0,page_index:0,6833,6833,1,1,100,English,better,y,39,f,,grad,Thought about how many computers there were and how feasible it was for someone to contribute. ,
1739559810338,2,,4,3,4,3,1,2,2,2,4,3,2,2,2,1,3,4,1,2,true,233651,0.0-21.0,page_index:0,33417,33417,1,1,100,english,average,y,25,f,,some-college,,
1739559813182,10,,10,3,10,10,1,3,9,7,10,2,3,3,5,4,10,10,1,8,true,158492,0.0-21.0,page_index:0,36785,36786,1,1,100,English,average,y,42,m,,high,None,
1739554484652,3,,10,4,10,6,1,1,8,2,9,7,2,3,3,1,10,10,1,3,true,312399,0.0-21.0,page_index:0,82781,82781,1,1,100,English,average,y,32,m,,college,If there was few cards it was more acceptable. If there wasnt enough computers it was more acceptable.,
1739558645862,10,,10,9,10,9,1,1,10,7,10,9,2,4,5,5,10,10,1,7,true,191730,0.0-21.0,page_index:0,11213,11213,1,1,100,English,better,y,36,m,,some-college,I tried to see if there were a) enough computers for each student to have one during the task,
1739560090339,10,,10,5,10,8,1,1,7,7,10,10,1,1,3,6,10,10,1,3,true,436018,0.0-21.0,page_index:0,40760,40771,1,1,100,English,average,y,52,f,,college,The more questions,
1739562473415,10,,8,7,8,5,8,8,8,9,3,10,4,3,9,1,9,5,8,8,true,1038946,0.0-21.0,page_index:0,37152,37152,1,1,12,English,better,n,33,,,college,no,
1739559987138,10,,10,2,2,2,1,1,1,1,1,10,1,1,1,1,10,3,1,1,true,266539,0.0-21.0,page_index:0,29464,29465,1,1,1,English,better,y,74,f,,college,,
1739559885129,1,,9,1,9,1,1,1,1,1,9,9,1,1,1,1,1,9,1,1,true,198859,0.0-21.0,page_index:0,15598,15598,1,1,100,English,average,y,66,f,,college,They should have always contributed something,
1739558557896,1,,9,1,9,4,1,1,3,4,8,7,1,1,2,3,7,10,1,4,true,340353,0.0-21.0,page_index:0,35334,35335,1,1,100,English,average,y,25,m,,college,not really ,
1739562701404,1,,8,3,8,6,1,1,6,5,7,7,3,2,3,6,7,8,1,6,true,354864,0.0-21.0,page_index:0,35312,35312,1,1,100,English,average,y,59,f,,grad,I mainly considered how many words there were to do and how many students there were in the team.  For example,
1739559815120,10,,9,2,8,6,10,10,5,3,10,10,4,1,10,10,7,7,10,10,true,150991,0.0-21.0,page_index:0,14630,14631,1,1,100,English,average,y,34,m,,some-college,no,
1739558677593,10,,10,10,10,10,2,6,8,8,10,10,4,6,5,4,10,10,2,6,true,284288,0.0-21.0,page_index:0,24892,24893,1,1,100,English,average,y,29,m,,high,More people and less cards/computers = more acceptable to not contribute,
1739560041046,1,,10,1,10,6,1,1,4,2,10,10,1,1,1,1,10,10,1,1,true,201432,0.0-21.0,page_index:0,1885,1885,1,1,100,english,average,y,26,nb,,some-college,If the red student that didnt contribute had a computer and the group needed more than one flashcard. then i give him an unacceptable rating.,
1739558533961,2,,10,2,10,2,1,1,2,1,10,10,1,2,1,1,10,10,1,1,true,192113,0.0-21.0,page_index:0,16355,16355,1,1,100,English,average,y,40,m,,college,If there was only one word,
1739553383051,1,,1,4,8,4,3,5,7,1,3,1,3,6,6,1,1,2,1,7,true,259173,0.0-21.0,page_index:0,22156,22157,7,6,100,english,average,y,43,f,,college,no,
1739559889361,7,,7,1,8,7,1,1,7,6,8,7,1,3,2,2,7,7,1,3,true,207143,0.0-21.0,page_index:0,12910,12912,1,1,100,english,worse,y,27,f,,grad,,
1739559530705,4,,5,5,4,6,5,4,4,6,5,3,3,5,3,3,3,7,5,4,true,248115,0.0-21.0,page_index:0,24682,24682,1,1,100,English,better,confused,67,m,,grad,I was comparing the number of students against the number of computers,
1739558645933,1,,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,true,237681,0.0-21.0,page_index:0,22351,22351,1,1,10,English,better,y,27,f,,college,There was no specific strategy. ,
1739560234113,1,,7,7,9,7,1,1,8,2,4,6,1,6,1,1,10,10,1,1,true,322494,0.0-21.0,page_index:0,58952,58953,1,1,100,English,better,y,51,f,,college,just tried to weigh how many computers were available per student and how many cards needed to be done - wanted to be fair to all,
1739559186946,1,,5,2,5,2,1,3,2,2,1,1,2,2,1,1,2,5,1,2,true,442757,0.0-21.0,page_index:0,82001,82003,1,1,100,English,average,y,45,f,,college,I paid more attention to the number of people and cards needed because if theres less people then everyone should be contributing more.  ,
1739557135093,10,,10,1,10,4,1,1,10,5,10,1,1,8,1,1,10,10,1,1,true,3700409,0.0-21.0,page_index:0,2390854,2390855,1,1,100,English,better,y,45,f,,grad,How many vocabulary words ratio to computers and students available ,
1739558755544,3,,6,3,6,8,6,4,2,9,10,6,8,3,4,7,5,6,3,7,true,298950,0.0-21.0,page_index:0,39474,39474,1,1,100,Vietnamese,average,y,26,f,,some-college,,
1739560025812,10,,10,3,10,9,1,1,6,8,6,10,10,7,1,5,10,10,1,3,true,318769,0.0-21.0,page_index:0,75801,75801,1,1,100,English,better,y,40,m,,grad,I noted the number of students and the number of flashcards first,
1739559805134,5,,6,5,5,8,2,7,5,8,1,1,1,7,2,4,4,9,1,6,true,177643,0.0-21.0,page_index:0,8426,8427,1,1,100,English ,better,y,34,f,,high,No just answered according to the situation ,
1739555292377,1,,1,6,1,1,1,1,6,1,1,1,1,6,1,1,6,6,1,1,true,523622,0.0-21.0,page_index:0,389931,389933,100,1,100,English,better,y,26,f,,college,Based on computers available,
1739552424680,10,,10,2,1,2,1,5,2,2,10,10,1,2,1,1,9,10,1,7,true,157922,0.0-21.0,page_index:0,16507,16508,1,1,100,English,better,y,51,f,,college,,
1739560164950,6,,5,6,5,9,1,3,7,3,4,5,2,3,2,2,8,5,1,4,true,473653,0.0-21.0,page_index:0,33509,33509,1,1,100,English,average,y,30,f,,college,I may have messed up the first one because I forgot to pay attention to the amount of computers,
1739560143609,5,,10,1,10,10,1,1,8,10,10,1,1,1,5,5,10,10,1,10,true,157906,0.0-21.0,page_index:0,16101,16102,1,1,100,English ,average,y,29,m,,high,None,
1739559042067,1,,1,1,1,1,1,1,1,1,10,10,1,1,1,1,10,1,1,1,true,335542,0.0-21.0,page_index:0,23665,23666,1,1,1,English,average,y,57,m,,some-college,My decision was dependant on the number of vocabulary words,
1739558990088,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,true,153816,0.0-21.0,page_index:0,30619,30619,20,20,100,English,average,y,31,m,,college,I thought that no matter how many students,
1739558853341,8,,7,4,4,4,1,3,3,5,2,5,2,2,3,3,8,7,1,3,true,656356,0.0-21.0,page_index:0,9740,9740,1,1,100,English,average,y,29,f,,grad,Just considered reasonable situations and what would be acceptable/not.,
1739559993194,8,,10,5,10,10,2,4,8,9,10,10,4,4,7,4,10,10,3,9,true,326611,0.0-21.0,page_index:0,37875,37875,1,1,100,English,average,y,62,m,,college,I looked at the number of Cards and workers for the most part with addn information on available computers.,
1739560094886,10,,10,10,10,10,1,1,10,10,10,10,1,10,6,8,10,10,1,4,true,441983,0.0-21.0,page_index:0,49359,49359,1,1,100,english,average,y,38,f,,high,no strategy,
1739558689362,1,,10,1,1,1,1,1,1,1,10,8,1,1,1,1,1,1,1,1,true,272650,0.0-21.0,page_index:0,22560,22560,1,1,100,english,average,confused,50,f,,grad, I was confused as to how many times the vocabulary was to be entered.  in other words,
1739555893870,5,,8,4,7,6,1,1,5,5,5,5,1,5,1,1,7,7,1,2,true,765747,0.0-21.0,page_index:0,34817,34817,1,1,100,English,better,y,37,f,,high,I looked at the number of students,
1739559824973,6,,10,1,10,6,1,1,1,10,10,10,1,1,1,1,10,10,1,1,true,121325,0.0-21.0,page_index:0,7139,7139,1,1,100,english,better,y,26,f,,some-college,,
1739560152981,9,,10,3,9,5,1,2,4,3,9,10,3,3,1,1,10,10,1,3,true,466807,0.0-21.0,page_index:0,136133,136133,1,1,100,Korean,average,y,27,f,,college,I based off of what resources were available and how many students vs the work required.,
1739558793855,5,,10,6,10,10,2,5,9,8,10,10,5,7,5,8,10,10,2,7,true,375692,0.0-21.0,page_index:0,94698,94699,1,1,100,English,average,y,25,f,,college,If the vocabulary list was 1 or 10 words long,
1739559018478,10,,10,7,10,4,2,6,3,9,10,10,2,5,2,4,10,10,1,8,true,410686,0.0-21.0,page_index:0,22332,22332,1,1,100,english,average,y,25,f,,,Comparing the ratio of students to  flashcards and then seeing how many computers there were.,
1739559765152,4,,1,4,2,4,1,2,3,5,1,1,1,4,1,1,3,5,1,1,true,115215,0.0-21.0,page_index:0,7312,7313,1,1,100,english,average,y,28,f,,grad,,
1739560677457,7,,10,5,9,7,1,3,4,8,1,9,3,2,5,3,9,10,1,7,true,219704,0.0-21.0,page_index:0,20676,20676,1,1,100,English,average,y,28,f,,grad,No not really,
1739558813951,5,,7,5,10,5,1,1,7,1,10,10,1,1,1,1,1,10,1,5,true,219258,0.0-21.0,page_index:0,24083,24083,1,1,100,english,better,y,31,f,,college,Comparing the number of available computers to the corresponding vocab cards needed - if there was a higher number of vocab cards then it was typically unacceptable to not contribute.,
1739560180400,5,,5,5,1,5,1,1,5,5,5,5,1,5,1,1,5,5,1,1,true,455429,0.0-21.0,page_index:0,36127,36127,1,1,100,english,average,y,33,m,,college,I think in general,
1739558672697,4,,10,5,10,7,1,1,6,3,10,10,1,4,1,2,4,10,1,3,true,279397,0.0-21.0,page_index:0,28611,28611,1,1,100,English,average,y,52,m,,grad,There were not.,
1739558850896,1,,1,8,2,9,1,1,1,1,1,1,1,6,1,1,5,8,1,1,true,303648,0.0-21.0,page_index:0,17063,17063,1,1,100,English,better,y,40,m,,some-college,If more computers then students then it is unacceptable to not join. But if more students then computers that is ok.,
1739558344913,3,,2,3,2,4,1,1,3,3,1,5,1,2,1,1,3,3,1,1,true,153195,0.0-21.0,page_index:0,17435,17435,1,1,100,english,worse,y,29,f,,college,Thought about the number of available computers vs students and their ability to contribute as a result.,
1739559471578,8,,9,5,10,10,1,2,5,7,8,3,2,4,1,2,9,10,1,3,true,609027,0.0-21.0,page_index:0,31581,31581,1,1,100,english,average,y,31,m,,grad,,
1739559711827,5,,8,9,8,5,6,7,7,6,8,5,4,5,8,3,6,6,6,5,true,70511,0.0-21.0,page_index:0,5185,5185,1,1,100,english,average,y,38,m,,college,none,
1739559971832,1,,10,4,10,6,1,1,8,3,10,10,1,4,4,3,10,1,1,3,true,396419,0.0-21.0,page_index:0,17731,17732,1,1,100,English,average,y,55,,,high,I took into consideration what needed to be done  (# of cards),
1739560779667,1,,4,1,5,2,1,1,1,3,3,3,1,1,1,1,4,2,1,2,true,177072,0.0-21.0,page_index:0,23267,23268,1,1,100,English,better,y,27,f,,some-college,I just thought how I would feel towards someone who didnt contribute in the scenarios.,
1739558695229,8,,7,2,8,2,1,1,3,3,5,5,3,6,1,2,7,8,1,2,true,264739,0.0-21.0,page_index:0,30471,30471,1,1,100,English,better,y,23,f,,some-college,I thought about how I would feel in the situation.,
1739559882314,10,,8,7,1,7,1,1,7,1,1,1,1,7,1,1,7,10,1,2,true,194317,0.0-21.0,page_index:0,17969,17969,1,1,100,English,average,y,24,m,,college,,
1739559027157,10,,10,3,1,7,1,1,4,1,8,10,1,2,1,3,7,10,1,4,true,480314,0.0-21.0,page_index:0,107495,107496,1,1,100,English,average,y,31,m,,some-college,No,
1739555454219,7,,10,6,10,5,1,1,6,3,5,5,1,2,1,2,7,9,1,5,true,268455,0.0-21.0,page_index:0,42315,42316,1,1,100,English,average,n,33,m,,college,,
1739559850373,6,,8,6,3,8,6,8,10,9,4,7,9,9,7,6,3,4,8,10,true,205808,0.0-21.0,page_index:0,9339,9339,1,1,100,,,,,,,,,
1739560109056,1,,1,7,4,3,1,1,1,1,1,3,1,6,1,1,1,1,1,1,true,403592,0.0-21.0,page_index:0,26725,26725,1,1,100,English,better,y,36,m,,college,No,
1739560058228,2,,8,2,8,7,1,1,3,5,8,5,2,2,1,1,9,9,1,3,true,300540,0.0-21.0,page_index:0,11873,11874,1,1,100,English,better,y,30,f,,college,The more words there were,
1739559134453,3,,10,6,10,10,1,2,8,3,10,10,1,9,2,1,10,7,1,4,true,602882,0.0-21.0,page_index:0,166947,166947,1,1,100,English,better,y,35,m,,college,Not in particular. I just made sure I paid closely attention to each situation.,
1739559895446,1,,10,7,10,6,1,2,2,3,9,10,1,3,1,1,10,10,1,3,true,267903,0.0-21.0,page_index:0,21984,21985,1,1,100,English,average,y,66,m,,high,Not really,
1739559764495,6,,7,2,6,7,1,1,3,5,4,4,2,3,1,1,9,5,1,6,true,198830,0.0-21.0,page_index:0,73975,73975,1,1,100,english,,y,24,f,,grad,,
1739559887183,1,,10,1,10,9,1,2,8,9,9,9,1,1,4,5,10,10,1,5,true,217387,0.0-21.0,page_index:0,21200,21200,1,2,100,English,better,y,37,m,,high,Not really.,
1739559469413,5,,6,1,1,1,1,1,2,1,1,5,1,1,1,1,5,1,1,1,true,998442,0.0-21.0,page_index:0,241988,241988,1,1,100,english,average,y,43,f,,some-college,number of flashcards needed to be type,
1739557282278,1,,10,,10,2,1,1,2,1,10,10,1,1,1,1,10,,,1,true,283300,0.0-21.0,page_index:0,38044,38044,1,1,100,English,average,y,55,f,,some-college,no,
1739558844297,9,,9,3,10,3,1,2,5,6,10,9,3,2,1,1,10,10,1,5,true,132810,0.0-21.0,page_index:0,12241,12241,1,1,100,english,better,y,45,f,,high,not really,
1739559917914,5,,10,6,5,10,1,7,6,8,8,6,5,4,2,1,10,10,1,6,true,227848,0.0-21.0,page_index:0,17548,17549,1,1,100,English,average,y,33,m,,some-college,If the vocab words were low,
1739559906095,3,,7,9,8,7,1,1,6,3,4,6,1,5,1,2,8,6,1,2,true,262796,0.0-21.0,page_index:0,31826,31826,1,1,100,English,better,y,55,f,,some-college,Ratios,
1739559964672,2,,9,4,10,4,2,2,3,2,9,10,2,4,2,2,10,10,2,3,true,320111,0.0-21.0,page_index:0,30513,30514,1,1,100,English,better,y,38,m,,some-college,If there was only one card,
1739557820595,7,,10,4,4,8,4,5,8,8,10,10,3,3,7,8,10,6,3,7,true,196907,0.0-21.0,page_index:0,25685,25685,50,50,100,English,average,confused,46,f,,some-college,,
1739559994915,6,,10,4,10,8,1,1,6,1,10,10,1,3,1,1,3,10,1,2,true,297066,0.0-21.0,page_index:0,14695,14695,1,1,100,English ,better,y,45,f,,college,,
1739560031428,1,,5,3,1,4,1,1,1,1,1,1,1,2,1,1,9,5,1,1,true,1657399,0.0-21.0,page_index:0,1160158,1160161,1,1,100,english,better,y,41,f,,high,just wanted there to be accountability,
1739554206435,1,,3,2,2,2,1,1,1,1,3,3,1,1,2,2,5,5,1,2,true,262688,0.0-21.0,page_index:0,12587,12587,1,1,100,english,average,y,24,f,,some-college,none,
1739559874548,3,,3,7,6,1,8,10,5,9,6,3,3,5,4,10,2,4,3,2,true,826434,0.0-21.0,page_index:0,8145,8146,1,1,100,English,better,y,50,m,,grad,N/A,
1739560198916,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,159700,0.0-21.0,page_index:0,20729,20729,1,1,100,english,average,y,52,f,,college,,
