timestamp,carrotcartoon_4_4.png,dishescartoon_6_1.png,dishescartoon_2_1.png,carrotcartoon_6_4.png,dishescartoon_2_8.png,carrotcartoon_4_8.png,dishescartoon_4_4.png,carrotcartoon_6_8.png,dishescartoon_6_8.png,carrotcartoon_2_8.png,dishescartoon_4_1.png,dishescartoon_6_4.png,carrotcartoon_2_4.png,carrotcartoon_4_1.png,dishescartoon_4_8.png,dishescartoon_2_4.png,carrotcartoon_2_1.png,carrotcartoon_6_1.png,consent,trial_type,trial_index,time_elapsed,view_history,viewing_time,rt,agents,plates,language,enjoyment,assess,age,gender_cat,gender_text,education,comments
1738868377890,5,1,1,5,8,6,2,5,4,6,1,5,5,1,8,5,1,1,true,post_survey,21,782731,page_index:0,5875,5875,3,3,English,average,y,38,m,,college,I looked at how many plates/carrots and cutting boards there were and measured it like that
1738849650348,6,1,1,1,10,5,1,2,1,10,1,1,10,3,1,10,1,1,true,post_survey,21,303235,page_index:0,27976,27976,3,3,spanish,average,y,34,m,,some-college,nop
1738866931878,5,9,7,1,8,4,2,1,9,10,2,1,10,10,2,9,9,2,true,post_survey,21,1328568,page_index:0,868975,868976,3,3,english,better,y,36,m,,high,no
1738866001846,3,1,10,2,9,3,3,3,2,10,1,3,10,3,7,10,9,2,true,post_survey,21,449199,page_index:0,74947,74947,3,3,English,better,y,61,,,some-college,no
1738867907408,8,1,1,2,10,8,4,2,4,10,1,1,10,1,2,10,1,1,true,post_survey,21,306397,page_index:0,11941,11941,3,3,English,average,y,40,m,,grad,I tried to determine if there was a throttle point on how many people could help. 
1738865673186,3,2,6,1,7,3,4,2,2,5,3,2,6,4,2,6,6,2,true,post_survey,21,148032,page_index:0,2065,2066,3,3,english,better,y,39,f,,college,
1738856412710,1,1,4,1,10,4,2,1,8,10,1,1,10,1,8,10,2,1,true,post_survey,21,319055,page_index:0,9466,9466,3,3,English,better,y,34,f,,high,I looked to see how many carrots needed to be washed versus how many people were attending. If there were a lot of people at the party then I thought that having another person do the work wouldnt really make the chore go any faster
1738856585905,3,2,1,3,5,5,7,3,3,5,1,1,5,1,6,5,5,1,true,post_survey,21,350363,page_index:0,23412,23412,3,3,English,better,y,37,m,,high,Tried to use my best judgment.
1738856708710,3,3,2,4,7,6,5,3,6,6,2,2,8,2,8,9,2,3,true,post_survey,21,603300,page_index:0,29908,29908,3,3,English,better,y,32,f,,high,I paid attention to how many plates were on the table or how many carrots needed to be cut to calculate whether the red person would make the chores go by faster or not.
1738865935540,1,1,4,1,10,1,2,1,1,10,1,1,10,1,4,10,1,1,true,post_survey,21,436591,page_index:0,17056,17056,3,3,English,average,y,30,f,,grad,Observing the ratio of people to objects
1738856931443,8,1,2,2,10,4,2,1,4,10,1,1,10,1,5,10,3,1,true,post_survey,21,500277,page_index:0,31767,31767,3,3,English,average,y,30,f,,college,I looked to see how many tasks were involved
1738868719279,7,6,8,5,8,6,6,3,4,10,4,3,6,8,8,5,7,1,true,post_survey,21,1098861,page_index:0,228103,228104,3,3,English,average,y,33,f,,high,I mostly estimated how helpful the red guest could be
1738865887671,5,1,1,1,10,8,1,1,1,10,1,1,8,1,1,8,1,1,true,post_survey,21,338752,page_index:0,9659,9659,3,3,English,average,y,37,m,,some-college,I compared the number of bodies to the number of tasks and looked for bottlenecks
1738867961858,2,3,4,3,8,4,4,5,4,6,2,4,6,2,5,7,2,2,true,post_survey,21,304114,page_index:0,18305,18306,3,3,English,average,y,31,m,,college,
1738867997854,5,1,1,1,10,8,8,6,3,10,1,4,9,7,7,8,10,3,true,post_survey,21,411504,page_index:0,16380,16380,3,3,English,better,y,33,m,,high,I tried to determine how much work needed to be done versus how many people were already at the table.
1738868036703,3,1,3,2,9,3,4,3,9,7,1,4,6,3,7,7,3,1,true,post_survey,21,370344,page_index:0,72106,72106,3,3,English,average,y,66,f,,some-college,Not really. The lesser plates or less items in salad making
1738866597092,5,1,6,6,10,7,6,6,8,10,1,4,4,1,10,10,1,1,true,post_survey,21,376605,page_index:0,51328,51329,3,3,English,average,y,40,m,,college,
1738865856407,7,1,1,1,10,10,2,10,3,10,1,1,10,1,10,10,1,1,true,post_survey,21,223165,page_index:0,27499,27499,3,3,English,better,y,31,f,,some-college,Compare the amount of work to be done with the amount of people contributing. 
1738866429983,6,5,5,4,10,6,8,6,5,7,3,7,8,7,7,8,3,3,true,post_survey,21,763092,page_index:0,121850,121851,3,1,English,better,y,30,m,,some-college,I just looked at the workload and the amount of people and made the decision.
1738868544046,4,8,1,4,9,4,3,2,4,5,5,3,3,4,3,3,8,7,true,post_survey,21,674906,page_index:0,12964,12964,3,3,english,better,y,48,m,,high,nothing specific other then how many people were there
1738866667186,7,10,10,10,10,10,10,10,10,10,6,10,3,7,9,8,7,10,true,post_survey,21,1079207,page_index:0,63767,63768,3,2,English,worse,confused,,f,,some-college,No
1738865930194,2,6,1,1,10,1,1,6,1,5,1,1,2,1,5,5,1,1,true,post_survey,21,357792,page_index:0,14682,14685,3,3,,average,y,55,f,,college,Considered to many cooks in the kitchen scenario.  More is not always more.
1738868033854,1,3,1,1,10,5,7,5,7,10,1,3,5,1,10,10,1,1,true,post_survey,21,367985,page_index:0,16029,16029,3,3,English,,y,38,f,,college,Just an overall figuring out how many people it would take to complete a task
1738868634569,4,2,3,2,9,6,2,4,2,10,3,2,7,2,4,8,4,1,true,post_survey,21,602898,page_index:0,27600,27600,3,3,English,better,y,37,m,,some-college,In the initial rounds I only paid attention to the number of guests
1738868857939,6,1,4,2,8,10,5,8,3,10,1,2,5,1,10,10,3,1,true,post_survey,21,1274666,page_index:0,233193,233194,3,3,English,average,y,42,f,,college,If there were few tasks to complete and a few people available
1738865910021,10,1,10,8,10,10,10,10,10,10,1,2,10,2,10,10,10,1,true,post_survey,21,406308,page_index:0,15597,15597,3,3,english,average,y,33,f,,high,how many tasks each individual could do at once to make it faster
1738866031494,2,1,9,1,10,3,2,1,2,6,1,1,3,1,5,6,6,1,true,post_survey,21,449508,page_index:0,28458,28459,3,3,English,better,y,35,m,,college,Just used my best judgement.
1738866397353,2,1,2,1,6,2,1,1,1,6,1,1,6,1,3,6,6,1,true,post_survey,21,750939,page_index:0,21754,21755,3,3,english,average,y,44,f,,high,just math
1738848080318,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,true,post_survey,21,64922,page_index:0,7327,7328,3,3,English,better,y,25,f,,college,TEST
1738868488016,8,2,5,3,10,4,7,2,7,10,1,1,10,8,6,6,10,7,true,post_survey,21,699703,page_index:0,7004,7005,3,3,English,average,y,33,m,,college,I went with the amount of work that needed to be done
1738867780796,8,1,2,5,10,5,4,3,7,7,1,5,7,2,8,7,7,2,true,post_survey,21,198464,page_index:0,14473,14476,3,3,english ,average,y,37,f,,college,
1738868207073,2,1,1,1,10,10,10,6,2,10,1,1,10,1,5,9,6,1,true,post_survey,21,638099,page_index:0,42118,42120,3,3,English,better,y,47,m,,some-high,I checked the plates
1738866958778,9,7,6,9,8,6,9,8,8,9,7,7,8,8,9,8,8,8,true,post_survey,21,1411722,page_index:0,1732,1732,3,3,english,average,y,40,m,,college,try to understand and select the best
1738867928259,2,5,5,1,5,2,2,1,1,5,2,1,5,3,2,5,5,1,true,post_survey,21,291802,page_index:0,12467,12468,3,3,English,average,y,66,f,,some-college,
1738867854799,5,1,8,1,10,4,3,1,2,10,1,2,10,7,6,9,10,1,true,post_survey,21,238013,page_index:0,8333,8333,3,3,English,average,y,26,m,,college,
1738856490252,3,1,10,2,10,2,3,2,10,10,3,2,10,1,10,10,10,1,true,post_survey,21,372451,page_index:0,12961,12962,3,3,English,better,y,61,m,,some-college,I looked at the amount of what had to be done
1738868893797,7,9,7,8,6,8,7,6,8,7,7,8,6,8,9,7,6,8,true,post_survey,21,1234301,page_index:0,19388,19389,3,3,English,worse,y,35,f,,college,I didnt have any.
1738865716575,3,1,2,2,8,5,2,2,4,6,1,2,5,2,4,3,2,2,true,post_survey,21,184579,page_index:0,12601,12601,3,3,English,better,y,50,m,,college,
1738869165965,7,1,1,3,10,10,5,9,5,10,1,2,9,2,10,10,2,2,true,post_survey,21,212670,page_index:0,21421,21421,3,3,English,average,y,41,m,,some-college,Not really.
1738865820256,5,8,3,4,6,5,7,8,10,4,5,10,10,4,6,6,3,4,true,post_survey,21,238283,page_index:0,16672,16673,3,3,english,average,y,66,f,,high,best guess
1738869358534,5,1,2,2,10,6,2,2,1,10,1,2,10,1,1,10,2,1,true,post_survey,21,1772137,page_index:0,19494,19495,3,3,English,better,y,48,f,,college,No
1738867760235,4,1,3,2,10,2,2,6,1,10,1,1,10,1,8,7,2,1,true,post_survey,21,198474,page_index:0,6179,6179,3,3,Chinese,better,y,22,f,,college,
1738868370124,4,2,3,3,5,2,2,3,1,10,1,1,10,2,4,3,10,1,true,post_survey,21,753149,page_index:0,17109,17109,3,3,English,average,y,51,f,,college,Usually when there were enough people to fill all of the tasks then the red person would not have made the task go any faster. When there were not enough people to fill all of the tasks then the red person would have made the tasks go faster. 
1738856628331,4,1,1,2,10,4,3,2,2,10,1,2,9,1,5,6,1,1,true,post_survey,21,221137,page_index:0,15083,15083,3,3,English,better,y,33,m,,college,No
1738850147343,10,1,1,6,10,10,10,10,10,10,1,10,10,1,10,10,1,1,true,post_survey,21,626207,page_index:0,43310,43311,3,3,english,average,y,41,f,,some-college,the more work the more help needed
1738856292738,6,5,8,4,9,6,6,4,8,8,6,7,8,7,8,8,9,6,true,post_survey,21,243564,page_index:0,14016,14016,3,3,English,average,y,52,m,,college,none
1738868123875,9,1,9,10,8,10,5,10,6,9,8,8,9,9,3,6,9,8,true,post_survey,21,568861,page_index:0,25571,25572,3,3,English,average,y,43,f,,high,I read the task to figure out if the extra help was needed 
1738865772615,7,1,10,1,10,1,1,1,1,10,1,1,10,1,1,10,10,1,true,post_survey,21,212259,page_index:0,7447,7447,3,3,Spanish,average,y,30,f,,some-college,Looking at how many guests were at the party
1738867952702,6,2,3,2,10,6,3,2,3,7,2,2,6,4,3,4,4,2,true,post_survey,21,397730,page_index:0,43766,43767,3,3,English,average,y,41,m,,college,No
1738867878673,6,3,7,6,6,5,6,7,4,6,6,3,6,6,6,8,5,3,true,post_survey,21,344630,page_index:0,1121,1121,3,3,english,average,y,37,f,,some-college,how many people were at the table
1738867936328,4,2,8,2,9,2,3,2,2,9,4,2,9,4,4,8,9,2,true,post_survey,21,273748,page_index:0,2187,2188,3,3,English,better,y,28,m,,grad,See number of players other then guest. Figure the more there are
1738867998438,3,1,4,2,10,3,6,2,5,5,1,1,2,5,7,8,2,1,true,post_survey,21,422631,page_index:0,18531,18531,3,3,English,better,y,26,m,,college,I generally took into consideration the amount of plates for cleaning and the amount of stations available for the carrots compared to the amount of people at the party. I just wish red wasnt so inconsiderate.
1738868191553,7,9,7,9,7,9,8,10,9,9,8,9,10,10,10,7,6,7,true,post_survey,21,408589,page_index:0,5334,5335,3,3,English,better,y,27,m,,college,No
1738866281537,2,1,1,1,10,2,1,2,2,10,1,1,10,2,2,10,2,1,true,post_survey,21,407656,page_index:0,19308,19308,3,3,english,average,y,61,f,,college,number of guests
1738868665066,3,2,7,2,6,3,4,2,2,6,4,2,6,4,4,6,6,3,true,post_survey,21,1014189,page_index:0,26682,26683,3,3,english,average,y,39,m,,college,
1738866778090,1,1,3,1,10,1,1,1,1,10,1,1,4,1,2,8,1,1,true,post_survey,21,1179245,page_index:0,34165,34165,3,3,Serbian,better,y,60,m,,grad,If there were too many people involved already
1738867817337,1,1,1,1,6,2,2,1,2,4,1,1,5,1,4,6,1,1,true,post_survey,21,259228,page_index:0,13273,13273,3,3,English,average,y,27,m,,college,not really. if there was more people than there were tasks
1738868076122,3,1,1,1,1,9,1,1,1,10,1,1,6,1,1,1,1,1,true,post_survey,21,410510,page_index:0,1243,1244,3,3,English,average,y,23,f,,high,I took into consideration the amout of carrots
1738865722539,2,1,1,2,10,2,2,1,2,7,3,1,6,3,1,5,2,2,true,post_survey,21,204682,page_index:0,15499,15500,3,3,English,average,y,33,m,,some-college,none
1738849746994,4,2,3,3,10,6,5,2,3,10,1,4,7,1,7,9,6,1,true,post_survey,21,394203,page_index:0,14051,14051,3,3,English,average,y,30,m,,grad,
1738867814033,4,1,1,2,9,4,4,4,2,8,2,3,6,3,5,7,2,3,true,post_survey,21,231737,page_index:0,7224,7224,3,3,english,average,y,37,f,,some-college,what seemed like would actually move faster or could actually just slow things down
1738865977389,3,2,8,3,8,3,5,3,2,5,2,2,5,2,5,9,8,2,true,post_survey,21,442672,page_index:0,106747,106748,3,3,english,average,y,35,m,,high,sometimes too many people can hinder progress....
1738866297919,10,5,10,8,10,5,10,10,10,5,9,10,10,10,10,10,1,5,true,post_survey,21,651459,page_index:0,26195,26195,3,3,English,average,y,49,m,,college,No
1738866547276,6,1,4,1,10,6,2,1,3,10,1,1,10,5,4,2,2,1,true,post_survey,21,741228,page_index:0,25555,25555,3,3,English,worse,y,24,f,,some-college,I just sort of tried to count how many stations were available and how many
1738868820882,10,10,10,7,1,5,10,9,7,3,10,9,5,10,5,5,7,10,true,post_survey,21,402469,page_index:0,37526,37527,3,3,english,better,y,80,m,,grad,nice
1738868162946,1,1,1,1,10,3,1,1,1,10,1,1,10,1,4,8,1,1,true,post_survey,21,441160,page_index:0,11269,11269,3,3,English,average,y,22,m,,some-college,I just tried to imagine the scenario. I figured one person could grab multiple plates at once
1738856962048,8,6,10,8,7,7,7,8,7,10,7,5,7,7,9,8,9,8,true,post_survey,21,582524,page_index:0,19086,19087,3,0,english,average,y,34,m,,college,
1738866356423,8,1,1,1,10,10,9,9,8,10,1,1,10,1,10,10,7,1,true,post_survey,21,572326,page_index:0,15046,15046,3,3,Englis,average,y,50,f,,high,no
1738867886913,1,1,2,1,7,2,1,1,1,7,1,1,6,1,2,5,2,1,true,post_survey,21,319270,page_index:0,8977,8977,3,3,English,average,y,44,nb,,college,Mostly came down to how many people were already working and how well the task could be parallelized. In a lot of cases
1738866073824,2,2,1,2,6,3,2,2,2,7,2,1,5,1,3,5,2,1,true,post_survey,21,544890,page_index:0,14086,14087,3,3,English,average,y,66,f,,college,I looked at the number of guests and the number of plates or carrots that needed to be cleaned. 
1738867881069,4,4,10,2,2,4,4,3,2,10,4,8,9,4,2,5,10,2,true,post_survey,21,291635,page_index:0,13579,13579,3,3,English,average,y,54,m,,college,More people would make the one holdout less important.
1738868456551,8,5,5,9,6,8,9,8,9,8,7,4,10,8,9,8,7,9,true,post_survey,21,708966,page_index:0,12596,12597,3,3,English,better,y,44,m,,college,
1738865778030,10,1,3,1,10,10,3,1,1,10,1,1,10,1,6,10,10,1,true,post_survey,21,261872,page_index:0,17890,17891,3,3,English,average,y,67,f,,high,Not really. I just looked at how much work needed to be done or how many dishes needed to be washed and how many people were helping. 
1738868670303,7,7,8,5,7,7,8,4,4,6,8,6,9,5,7,9,7,6,true,post_survey,21,826683,page_index:0,447531,447531,3,3,english,better,y,35,m,,grad,no
1738856686734,9,5,9,3,10,9,10,7,10,10,7,5,10,4,10,10,7,5,true,post_survey,21,538333,page_index:0,17083,17083,3,3,English,better,y,69,f,,some-college,None
1738868247143,1,1,1,1,10,1,1,1,1,10,1,1,10,1,1,10,10,1,true,post_survey,21,547125,page_index:0,38602,38603,3,3,Chinese,average,y,52,f,,college,No. All depending on how many guests and how many dishes to complete the task.
1738865867301,1,1,1,1,10,1,4,1,3,10,1,4,10,1,9,10,1,1,true,post_survey,21,356783,page_index:0,9960,9961,3,3,English,better,y,29,f,,grad,I looked at how many plates or carrots there are relative to the number of people. I also considered the number of cutting boards as a limiting factor
1738856735992,7,1,3,7,10,7,6,6,6,10,1,8,10,1,7,10,10,1,true,post_survey,21,226979,page_index:0,13286,13287,3,3,Enlgish,average,y,31,f,,college,
1738867843184,1,2,1,1,7,1,2,1,1,8,1,1,8,1,2,8,1,1,true,post_survey,21,211039,page_index:0,10952,10952,3,3,English,average,y,34,m,,college,Just thought of how much labor could be divided 
1738866495389,6,1,1,2,10,6,5,4,3,10,1,1,5,1,9,8,1,1,true,post_survey,21,551772,page_index:0,75076,75078,3,3,English,average,y,29,m,,high,
1738867855081,6,1,1,1,10,9,1,8,9,10,1,1,10,1,7,10,1,1,true,post_survey,21,234141,page_index:0,11219,11219,3,3,english,better,y,59,m,,college,just common sense 
1738868415857,3,1,1,1,10,3,8,1,7,8,1,1,9,3,8,7,1,3,true,post_survey,21,145423,page_index:0,12183,12183,3,3,English,average,y,27,m,,college,
1738856690558,7,1,3,2,10,9,7,10,3,10,1,5,9,1,10,10,5,1,true,post_survey,21,471620,page_index:0,12885,12886,3,3,English,average,y,25,f,,high,Not really.
1738868946375,4,1,6,1,10,3,4,1,7,8,1,1,10,3,7,10,3,1,true,post_survey,21,561733,page_index:0,181426,181426,3,3,English,better,y,25,f,,high,Comparing the task that needs done to the amount of people helping with the task
1738868473914,3,1,1,2,10,3,3,1,1,6,1,1,6,1,4,8,4,1,true,post_survey,21,893444,page_index:0,18408,18408,3,3,English,average,y,55,m,,college,I considered how many people were needed to work the task faster without being slowed down by having too many people in the same area at once
1738867720036,1,1,1,1,7,1,1,1,1,10,1,1,7,1,1,9,1,1,true,post_survey,21,178308,page_index:0,1129,1129,3,3,English,average,y,25,m,,college,
1738856761529,1,7,5,1,1,5,1,1,1,3,1,1,2,1,1,6,4,,true,post_survey,21,515655,page_index:0,14874,14876,3,3,English,average,y,59,f,,some-college,I thought about workflow and how much time it would take
1738849957526,1,1,6,1,10,1,3,1,1,10,1,1,10,1,1,10,1,1,true,post_survey,21,459942,page_index:0,19228,19228,3,3,Hebrew,worse,y,52,m,,grad,Comparing the number of individuals to the dishes/carrots shown for a quick assessment and then considering the particulars of the task (e.g.
1738856693145,2,2,8,1,9,2,2,2,2,8,2,2,2,2,2,8,1,1,true,post_survey,21,471616,page_index:0,17739,17741,3,3,english,better,y,71,m,,college,If there were a lot of guests helping out then 1 person wouldnt make a difference.
1738868314799,1,1,1,1,5,5,1,1,1,5,1,1,5,1,1,5,5,1,true,post_survey,21,722868,page_index:0,18104,18104,3,3,English,average,y,62,f,,grad,if enough people are doing the task
1738867920801,7,1,10,1,10,6,1,1,1,10,1,1,10,1,1,10,10,1,true,post_survey,21,312147,page_index:0,9969,9969,3,3,English,better,y,70,m,,grad,Tried to determine how many separate tasks there were and how many people would be needed.
1738866191091,9,9,5,9,5,8,7,7,8,5,5,9,5,7,7,6,5,9,true,post_survey,21,590930,page_index:0,33816,33817,3,3,English,average,,60,f,,college,The more people that participate the more work gets done and the enjoyment time you have.
1738867947274,8,8,8,8,6,6,8,6,8,8,8,7,8,7,8,8,8,9,true,post_survey,21,331682,page_index:0,1500,1501,3,3,english,worse,y,37,f,,college,no
1738866163492,7,5,7,7,5,7,6,5,4,6,6,8,6,5,5,7,5,6,true,post_survey,21,618141,page_index:0,4407,4407,3,3,English,worse,y,38,m,,college,I was bent on counting the faces and plates.
1738867962544,8,3,9,2,8,4,5,4,2,2,2,3,5,2,7,6,3,1,true,post_survey,21,302483,page_index:0,2113,2113,3,3,english,better,y,33,m,,college,depending how many people there was. if there was a lot more I wasnt as much needed as red guy
1738865793494,5,1,3,2,10,3,5,2,2,10,1,2,10,3,4,10,10,2,true,post_survey,21,392848,page_index:0,15318,15318,3,3,English,average,n,66,f,,grad,There were about 3 tasks with each scenario. I counted the plates and the number of guests for the cleanup scenario. And I was just kind of figuring out the space in the kitchen for the salad scenario.
1738867687571,9,6,9,8,8,8,9,6,7,7,8,8,8,7,6,7,7,7,true,post_survey,21,159646,page_index:0,5418,5418,3,3,English,better,y,26,m,,some-college,To pick the correct choice I analyzed the situation
1738866225004,3,1,1,1,6,4,2,1,3,7,1,1,9,1,8,6,1,1,true,post_survey,21,534995,page_index:0,45080,45080,3,3,English,better,y,31,m,,some-high,Obviously in a context where there is only one object to deal with
1738867961749,10,1,1,1,10,10,4,10,7,10,1,1,10,1,10,10,1,1,true,post_survey,21,298346,page_index:0,42425,42426,3,3,English,better,y,58,f,,some-high,None
1738856487371,1,1,1,1,10,3,4,1,2,10,1,1,10,1,8,6,5,1,true,post_survey,21,352129,page_index:0,17953,17953,3,3,English,average,y,66,f,,college,I based my decision on the number of guests and number of plates.
1738866321732,2,2,1,1,10,3,3,4,5,10,1,1,10,1,10,10,1,1,true,post_survey,21,600306,page_index:0,33023,33023,3,3,English ,better,y,54,m,,high,The number of people at the table compared to the task that needed to be done set the standard for the extra help vs getting in the way.
1738867807187,3,1,3,2,10,2,2,2,2,10,1,4,10,8,4,9,10,3,true,post_survey,21,213494,page_index:0,8432,8433,3,3,English,better,y,31,m,,college,
1738867792157,2,1,1,2,10,3,2,2,4,10,1,1,10,2,4,8,2,1,true,post_survey,21,235966,page_index:0,7900,7900,3,3,English,average,y,51,m,,college,Just looked to see how many people were in the room and the amount of work to be done.
1738865966913,3,3,10,3,10,3,3,3,3,10,3,3,10,3,3,9,10,3,true,post_survey,21,442272,page_index:0,25100,25100,3,3,English,better,y,69,f,,some-college,In my opinion based on the tasks 
1738868708504,3,1,2,1,10,3,4,1,10,9,1,2,8,2,10,8,10,1,true,post_survey,21,1039525,page_index:0,26459,26459,3,3,English,better,y,58,m,,some-college,I just determined if the red guest contributed
1738868640109,1,1,1,2,7,3,4,2,5,7,1,2,1,2,4,8,1,1,true,post_survey,21,1063527,page_index:0,2722,2722,3,3,English,average,y,22,m,,some-college,
1738868408385,1,1,3,1,10,1,3,2,3,10,1,2,10,7,5,10,9,1,true,post_survey,21,263792,page_index:0,8296,8296,3,3,English,better,y,27,m,,college,
1738866244633,1,1,5,1,10,1,1,1,1,1,1,1,5,1,5,5,1,1,true,post_survey,21,571838,page_index:0,26789,26790,3,3,english,better,y,50,f,,some-college,If it was too many people it was slow the job down.
1738865942075,1,1,8,1,10,1,1,1,2,6,3,1,1,1,6,9,6,1,true,post_survey,21,337054,page_index:0,19529,19530,3,3,English,average,y,69,f,,some-college,no
1738866493685,4,2,10,2,10,4,5,2,2,10,4,2,10,3,4,10,8,2,true,post_survey,21,796219,page_index:0,137084,137085,3,3,english,average,y,68,m,,some-college,percentages
1738867926222,6,4,8,4,6,7,5,5,6,6,6,4,5,5,4,6,7,4,true,post_survey,21,285940,page_index:0,1634,1634,3,3,English,better,y,27,m,,grad,none
1738866274836,7,5,9,7,7,5,9,4,4,7,3,8,6,6,10,8,10,6,true,post_survey,21,705844,page_index:0,1142,1143,3,3,english,average,y,30,f,,college,
1738868148034,10,1,7,1,1,1,6,1,1,5,1,1,8,1,3,6,1,1,true,post_survey,21,582208,page_index:0,18240,18240,3,3,English,better,y,31,m,,high,Look at how many tasks that there is to do
1738865808695,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,true,post_survey,21,283508,page_index:0,10553,10553,3,3,English,average,y,42,f,,college,Theres such a thing as too many cooks in the kitchen. At some point
1738865929179,1,1,1,1,10,4,3,1,1,1,1,1,6,1,6,9,4,1,true,post_survey,21,288667,page_index:0,9105,9105,3,3,english,average,y,41,m,,some-college,In many situations there were already many guests helping and I dont think adding one extra would necessarily speed things up.
1738867912240,1,1,1,1,10,2,1,1,1,10,1,1,10,1,2,9,10,1,true,post_survey,21,366673,page_index:0,12625,12625,3,3,English and Spanish,average,y,25,f,,college,
1738857221235,3,3,9,3,10,3,5,2,7,9,6,2,8,4,7,9,9,4,true,post_survey,21,432296,page_index:0,14146,14146,3,1,English,better,y,28,m,,college,Seeing how many tasks per guest there were and also judging how many plates there were
1738849738502,3,1,1,1,10,3,3,1,3,10,1,1,10,1,4,7,5,1,true,post_survey,21,440378,page_index:0,21385,21385,3,3,English,average,y,44,f,,college,no
1738857270786,1,1,1,1,10,1,5,1,1,10,1,1,5,1,10,10,1,5,true,post_survey,21,887564,page_index:0,87793,87794,3,3,English,average,y,81,m,,college,I analyzed that if the plates were less more than one and there were enough people
1738869196024,5,5,4,5,10,4,3,6,2,6,1,1,10,1,3,5,2,1,true,post_survey,21,1147027,page_index:0,51596,51596,3,3,English,average,y,56,f,,high,I looked at the amount of dishes and how many tasks needed to be done based on the amount of guests.  sometimes an extra hand would just be in the way because the tasked were already being fulfilled by another guest.
